,jitterlocal_sma,jitterddp_sma,shimmerlocal_sma,pcm_fftmag_spectralflux_sma,pcm_fftmag_spectralcentroid_sma,pcm_fftmag_spectralharmonicity_sma_compare,f0final_sma,f0env_sma,loudness_sma3,pcm_rmsenergy_sma,classes
0,0.023373487774931475,0.018532975793336095,0.08549737046067969,0.004598752168934385,1156.8888691185261,0.0005327979535935824,136.65101919603984,221.96894275044008,0.06630788589068978,0.003654154102608666,0
