,jitterlocal_sma,jitterddp_sma,shimmerlocal_sma,pcm_fftmag_spectralflux_sma,pcm_fftmag_spectralcentroid_sma,pcm_fftmag_spectralharmonicity_sma_compare,f0final_sma,f0env_sma,loudness_sma3,pcm_rmsenergy_sma,classes
0,0.03230508646307078,0.027410175165792295,0.14018194429551553,0.013529781696238936,1279.4595325062915,0.0026971120793655746,143.48566812779427,199.45143225240383,0.12056702330597426,0.007271627503993076,0
