,jitterlocal_sma,jitterddp_sma,shimmerlocal_sma,pcm_fftmag_spectralflux_sma,pcm_fftmag_spectralcentroid_sma,pcm_fftmag_spectralharmonicity_sma_compare,f0final_sma,f0env_sma,loudness_sma3,pcm_rmsenergy_sma,classes
0,0.05530894101618936,0.051374244748971114,0.17894698337808027,0.03922430748394231,1450.055072209493,0.020848412769103652,175.66573081846894,191.379565119256,0.21172397698283044,0.015800334713759245,0
