,jitterlocal_sma,jitterddp_sma,shimmerlocal_sma,pcm_fftmag_spectralflux_sma,pcm_fftmag_spectralcentroid_sma,pcm_fftmag_spectralharmonicity_sma_compare,f0final_sma,f0env_sma,loudness_sma3,pcm_rmsenergy_sma,classes
0,0.0536437110191181,0.04951868648357088,0.1963423737117786,0.04255144823490193,1377.7660067246484,0.02377911650468379,161.52598030298415,173.15631637240367,0.2335904946434643,0.019820062427748985,0
