,jitterlocal_sma,jitterddp_sma,shimmerlocal_sma,pcm_fftmag_spectralflux_sma,pcm_fftmag_spectralcentroid_sma,pcm_fftmag_spectralharmonicity_sma_compare,f0final_sma,f0env_sma,loudness_sma3,pcm_rmsenergy_sma,classes
0,0.04600394250325286,0.04160140973086033,0.1754115377488855,0.04997193473723604,1302.3619684890566,0.019000557663310554,159.22319145668558,178.00855606908888,0.21792324717092115,0.015863564828702197,0
