,jitterlocal_sma,jitterddp_sma,shimmerlocal_sma,pcm_fftmag_spectralflux_sma,pcm_fftmag_spectralcentroid_sma,pcm_fftmag_spectralharmonicity_sma_compare,f0final_sma,f0env_sma,loudness_sma3,pcm_rmsenergy_sma,classes
0,0.046003942503252834,0.041601409730860135,0.1754115377488854,0.04997193473723605,1302.3619684890566,0.019000557663310585,159.2231914566858,178.0085560690889,0.21792324717092112,0.01586356482870219,0
