,jitterlocal_sma,jitterddp_sma,shimmerlocal_sma,pcm_fftmag_spectralflux_sma,pcm_fftmag_spectralcentroid_sma,pcm_fftmag_spectralharmonicity_sma_compare,f0final_sma,f0env_sma,loudness_sma3,pcm_rmsenergy_sma,classes
0,0.02337348777493146,0.018532975793336032,0.08549737046067954,0.004598752168934503,1156.8888691185268,0.0005327979535935667,136.65101919603987,221.96894275044002,0.0663078858906905,0.003654154102608673,0
